url,caption,categories,matched_keywords,similarity,width,height,punsafe,pwatermark,key,url_alive,url_status_code,url_content_type
http://tse3.mm.bing.net/th?id=OIP.On-ETeSq6spQej74Z0XF1gHaE8,top 10 strongest dogs top 10 breeds with strongest bites,['animals'],{'animals': ['dog']},0.28084489703178406,474.0,316.0,2.076967211905867e-05,0.18617799878120422,1457453783,True,200,image/jpeg
http://ecx.images-amazon.com/images/I/515EK0nRgiL.jpg,Iams Cat Food Issues,"['food_cooking', 'animals']","{'food_cooking': ['food'], 'animals': ['cat']}",0.3414781987667084,384.0,384.0,3.500117236399092e-05,0.07164935022592545,0074575713,True,200,image/jpeg
https://i.pinimg.com/236x/a9/4d/3b/a94d3b5123c6b47d95b7b8e5320fbe0d.jpg,"Hungarian Cuisine, Hungarian Recipes, Hungarian Food, Sweet Pastries, Bread And Pastries, Pastry Recipes, Cooking Recipes, Salty Snacks, Food And Drink",['food_cooking'],{'food_cooking': ['food']},0.30318939685821533,236.0,354.0,2.1491330699063838e-05,0.07705508917570114,0365577435,True,200,image/jpeg
https://i5.walmartimages.com/asr/b1cebd5d-cd9f-418f-9a94-c2d0db30169f_1.9af0e7c519083565e7c6050318c35738.jpeg?odnWidth=282&amp;odnHeight=376&amp;odnBg=ffffff,Girl12Queen Portable Cartoon Cat Coin Storage Case Travel Makeup Pouch Soft Cosmetic Bag,['animals'],{'animals': ['cat']},0.305400013923645,282.0,376.0,0.2882734537124634,0.16894744336605072,1527631293,True,200,image/jpeg
https://t4.ftcdn.net/jpg/02/06/62/87/240_F_206628721_xRLWwPCoG9Wkl7iMIywl8yaDxAhSwE0j.jpg,"Amazing aerial view of the sunset over Old town of Riga, Vecriga in Latvia. River Daugava, with Domes cathedral and golden cock in the foreground.",['animals'],{'animals': ['cat']},0.33295464515686035,365.0,240.0,0.00024300813674926758,0.14006182551383972,0729254826,True,200,image/jpeg
https://m.psecn.photoshelter.com/img-get2/I0000qVFtXESiA4g/fit=/fill=180x180/g=G0000yLGQHrN9eCw/I0000qVFtXESiA4g.jpg,"Pauline Wong  is a jewellery of the Lifestyle with Friends showcases at the International designers night show & influencers party - Catwalk Show on 27 April 2018 at Cafe de Paris, in London.",['animals'],{'animals': ['cat']},0.29167160391807556,180.0,180.0,0.3860136568546295,0.25438356399536133,0529728515,True,200,image/jpeg
https://images.pond5.com/octopus-poulpe-masked-underwater-search-footage-081159358_iconm.jpeg,Octopus poulpe masked underwater in search of food amazing seabed in Maldives.Stock Footage,['food_cooking'],{'food_cooking': ['food']},0.3285931646823883,240.0,135.0,0.002570807933807373,0.07035797834396362,0684690160,True,200,image/webp
https://s3.dualstack.us-east-1.amazonaws.com/static.customizedgirl.com/images/design/71451dd737ad5136419f43be570279ba_2161766_0.jpg?t=1496246548,Grumpy Cat Morning Sugar,['animals'],{'animals': ['cat']},0.3348955512046814,243.0,243.0,0.0003434121608734131,0.15896782279014587,0898354463,True,200,image/jpeg
https://images-na.ssl-images-amazon.com/images/I/71JcrVXhmeL._AC_SL300_.jpg,"Hill's Prescription Diet k/d Kidney Care with Chicken Canned Dog Food, 13 oz, 12-pack wet food","['food_cooking', 'animals']","{'food_cooking': ['food'], 'animals': ['dog']}",0.3540840148925781,185.0,300.0,4.266468067726237e-08,0.191085085272789,0066576202,True,200,image/jpeg
https://i.ebayimg.com/thumbs/images/g/UcwAAOSwncxZekLF/s-l225.jpg,4  10X16.5 Deestone Skid Steer Tires -10-16.5-10 PLY- for Bobcat and more,['animals'],{'animals': ['cat']},0.34991055727005005,169.0,225.0,0.00013372302055358887,0.3885994553565979,1945977271,True,200,image/jpeg
